VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
189, 65, 1.52588E-07, 0.01874, 1.66228, 0.00, 0.65137, 0.75879, 0.00, -0.1969, 0.74414, -0.63867, -1.00, 0.02802, 0.40796, 0.03115, 0.40851
190, 67, 1.52588E-07, -5.38731E-07, 1.67836, 0.00, 0.65137, 0.75879, 0.00, -0.19653, 0.74414, -0.63867, -1.00, 0.021, 0.40649, 0.021, 0.40652
191, 63, 0.32743, -5.32067E-07, 1.64611, 0.14807, 0.65137, 0.74414, 0.00, -0.117, 0.75879, -0.64063, -1.00, 0.0117, 0.50195, 0.0117, 0.50194
192, 66, -0.32429, 0.01874, -1.63034, -0.14807, 0.65137, -0.74414, 0.00, -0.12793, -0.75879, -0.63867, -1.00, 0.98193, 0.50195, 0.9789, 0.50194
193, 64, -0.32743, 6.25050E-07, -1.64611, -0.14807, 0.65137, -0.74414, 0.00, -0.12463, -0.75879, -0.63916, -1.00, 0.98926, 0.50195, 0.98924, 0.50194
194, 68, -0.64228, 6.05315E-07, -1.55061, -0.29028, 0.65137, -0.70117, 0.00, -0.05811, -0.74316, -0.6665, -1.00, 0.97998, 0.40649, 0.97984, 0.40652
195, 69, -0.32429, 0.01874, 1.63034, -0.14807, 0.65137, 0.74414, 0.00, -0.25684, 0.70166, -0.66504, -1.00, 0.05539, 0.31763, 0.05835, 0.31875
196, 67, 1.52588E-07, -5.38731E-07, 1.67836, 0.00, 0.65137, 0.75879, 0.00, -0.19653, 0.74414, -0.63867, -1.00, 0.021, 0.40649, 0.021, 0.40652
197, 65, 1.52588E-07, 0.01874, 1.66228, 0.00, 0.65137, 0.75879, 0.00, -0.1969, 0.74414, -0.63867, -1.00, 0.02802, 0.40796, 0.03115, 0.40851
198, 66, -0.32429, 0.01874, -1.63034, -0.14807, 0.65137, -0.74414, 0.00, -0.12793, -0.75879, -0.63867, -1.00, 0.98193, 0.50195, 0.9789, 0.50194
199, 68, -0.64228, 6.05315E-07, -1.55061, -0.29028, 0.65137, -0.70117, 0.00, -0.05811, -0.74316, -0.6665, -1.00, 0.97998, 0.40649, 0.97984, 0.40652
200, 70, -0.63613, 0.01874, -1.53575, -0.29028, 0.65137, -0.70117, 0.00, -0.06122, -0.74365, -0.66553, -1.00, 0.97266, 0.40796, 0.96969, 0.40854
201, 69, -0.32429, 0.01874, 1.63034, -0.14807, 0.65137, 0.74414, 0.00, -0.25684, 0.70166, -0.66504, -1.00, 0.05539, 0.31763, 0.05835, 0.31875
202, 71, -0.32743, -5.32067E-07, 1.64611, -0.14807, 0.65137, 0.74414, 0.00, -0.25928, 0.70068, -0.66455, -1.00, 0.04877, 0.31494, 0.04878, 0.31482
203, 67, 1.52588E-07, -5.38731E-07, 1.67836, 0.00, 0.65137, 0.75879, 0.00, -0.19653, 0.74414, -0.63867, -1.00, 0.021, 0.40649, 0.021, 0.40652
204, 70, -0.63613, 0.01874, -1.53575, -0.29028, 0.65137, -0.70117, 0.00, -0.06122, -0.74365, -0.66553, -1.00, 0.97266, 0.40796, 0.96969, 0.40854
205, 68, -0.64228, 6.05315E-07, -1.55061, -0.29028, 0.65137, -0.70117, 0.00, -0.05811, -0.74316, -0.6665, -1.00, 0.97998, 0.40649, 0.97984, 0.40652
206, 72, -0.93245, 5.73267E-07, -1.39551, -0.42163, 0.65137, -0.63086, 0.00, -0.00809, -0.69824, -0.71582, -1.00, 0.95215, 0.3147, 0.95202, 0.31481
207, 73, -0.63613, 0.01874, 1.53575, -0.29028, 0.65137, 0.70117, 0.00, -0.30469, 0.63135, -0.71289, -1.00, 0.09985, 0.23425, 0.10253, 0.23603
208, 71, -0.32743, -5.32067E-07, 1.64611, -0.14807, 0.65137, 0.74414, 0.00, -0.25928, 0.70068, -0.66455, -1.00, 0.04877, 0.31494, 0.04878, 0.31482
209, 69, -0.32429, 0.01874, 1.63034, -0.14807, 0.65137, 0.74414, 0.00, -0.25684, 0.70166, -0.66504, -1.00, 0.05539, 0.31763, 0.05835, 0.31875
210, 70, -0.63613, 0.01874, -1.53575, -0.29028, 0.65137, -0.70117, 0.00, -0.06122, -0.74365, -0.66553, -1.00, 0.97266, 0.40796, 0.96969, 0.40854
211, 72, -0.93245, 5.73267E-07, -1.39551, -0.42163, 0.65137, -0.63086, 0.00, -0.00809, -0.69824, -0.71582, -1.00, 0.95215, 0.3147, 0.95202, 0.31481
212, 74, -0.92351, 0.01874, -1.38214, -0.42163, 0.65137, -0.63086, 0.00, -0.01075, -0.69922, -0.71484, -1.00, 0.94531, 0.31763, 0.94246, 0.31876
213, 73, -0.63613, 0.01874, 1.53575, -0.29028, 0.65137, 0.70117, 0.00, -0.30469, 0.63135, -0.71289, -1.00, 0.09985, 0.23425, 0.10253, 0.23603
214, 75, -0.64228, -5.12332E-07, 1.55061, -0.29028, 0.65137, 0.70117, 0.00, -0.30493, 0.63135, -0.71289, -1.00, 0.09393, 0.23035, 0.09391, 0.23031
215, 71, -0.32743, -5.32067E-07, 1.64611, -0.14807, 0.65137, 0.74414, 0.00, -0.25928, 0.70068, -0.66455, -1.00, 0.04877, 0.31494, 0.04878, 0.31482
216, 74, -0.92351, 0.01874, -1.38214, -0.42163, 0.65137, -0.63086, 0.00, -0.01075, -0.69922, -0.71484, -1.00, 0.94531, 0.31763, 0.94246, 0.31876
217, 72, -0.93245, 5.73267E-07, -1.39551, -0.42163, 0.65137, -0.63086, 0.00, -0.00809, -0.69824, -0.71582, -1.00, 0.95215, 0.3147, 0.95202, 0.31481
218, 76, -1.18678, 5.30137E-07, -1.18678, -0.53662, 0.65137, -0.53662, 0.00, 0.02121, -0.62549, -0.78027, -1.00, 0.90674, 0.23035, 0.90686, 0.23029
219, 77, -0.92351, 0.01874, 1.38214, -0.42163, 0.65137, 0.63086, 0.00, -0.33301, 0.53613, -0.77588, -1.00, 0.15979, 0.16125, 0.162, 0.16351
220, 75, -0.64228, -5.12332E-07, 1.55061, -0.29028, 0.65137, 0.70117, 0.00, -0.30493, 0.63135, -0.71289, -1.00, 0.09393, 0.23035, 0.09391, 0.23031
221, 73, -0.63613, 0.01874, 1.53575, -0.29028, 0.65137, 0.70117, 0.00, -0.30469, 0.63135, -0.71289, -1.00, 0.09985, 0.23425, 0.10253, 0.23603
222, 74, -0.92351, 0.01874, -1.38214, -0.42163, 0.65137, -0.63086, 0.00, -0.01075, -0.69922, -0.71484, -1.00, 0.94531, 0.31763, 0.94246, 0.31876
223, 76, -1.18678, 5.30137E-07, -1.18678, -0.53662, 0.65137, -0.53662, 0.00, 0.02121, -0.62549, -0.78027, -1.00, 0.90674, 0.23035, 0.90686, 0.23029
224, 78, -1.17541, 0.01874, -1.17541, -0.53662, 0.65137, -0.53662, 0.00, 0.02014, -0.62598, -0.77979, -1.00, 0.90088, 0.23438, 0.89824, 0.23602
225, 77, -0.92351, 0.01874, 1.38214, -0.42163, 0.65137, 0.63086, 0.00, -0.33301, 0.53613, -0.77588, -1.00, 0.15979, 0.16125, 0.162, 0.16351
226, 79, -0.93245, -4.80284E-07, 1.39551, -0.42163, 0.65137, 0.63086, 0.00, -0.33154, 0.53711, -0.77588, -1.00, 0.15466, 0.15625, 0.15466, 0.15622
227, 75, -0.64228, -5.12332E-07, 1.55061, -0.29028, 0.65137, 0.70117, 0.00, -0.30493, 0.63135, -0.71289, -1.00, 0.09393, 0.23035, 0.09391, 0.23031
228, 78, -1.17541, 0.01874, -1.17541, -0.53662, 0.65137, -0.53662, 0.00, 0.02014, -0.62598, -0.77979, -1.00, 0.90088, 0.23438, 0.89824, 0.23602
229, 76, -1.18678, 5.30137E-07, -1.18678, -0.53662, 0.65137, -0.53662, 0.00, 0.02121, -0.62549, -0.78027, -1.00, 0.90674, 0.23035, 0.90686, 0.23029
230, 80, -1.39551, 2.29629E-07, -0.93245, -0.63086, 0.65137, -0.42163, 0.00, -0.0083, -0.54883, -0.83594, -1.00, 0.84619, 0.15625, 0.84608, 0.1562
231, 81, -1.17541, 0.01874, 1.17541, -0.53662, 0.65137, 0.53662, 0.00, -0.33252, 0.42114, -0.84375, -1.00, 0.23279, 0.10138, 0.23447, 0.104
232, 79, -0.93245, -4.80284E-07, 1.39551, -0.42163, 0.65137, 0.63086, 0.00, -0.33154, 0.53711, -0.77588, -1.00, 0.15466, 0.15625, 0.15466, 0.15622
233, 77, -0.92351, 0.01874, 1.38214, -0.42163, 0.65137, 0.63086, 0.00, -0.33301, 0.53613, -0.77588, -1.00, 0.15979, 0.16125, 0.162, 0.16351
234, 78, -1.17541, 0.01874, -1.17541, -0.53662, 0.65137, -0.53662, 0.00, 0.02014, -0.62598, -0.77979, -1.00, 0.90088, 0.23438, 0.89824, 0.23602
235, 80, -1.39551, 2.29629E-07, -0.93245, -0.63086, 0.65137, -0.42163, 0.00, -0.0083, -0.54883, -0.83594, -1.00, 0.84619, 0.15625, 0.84608, 0.1562
236, 82, -1.38214, 0.01874, -0.92351, -0.63086, 0.65137, -0.42163, 0.00, -0.00738, -0.54834, -0.83594, -1.00, 0.84131, 0.16101, 0.83874, 0.1635
237, 81, -1.17541, 0.01874, 1.17541, -0.53662, 0.65137, 0.53662, 0.00, -0.33252, 0.42114, -0.84375, -1.00, 0.23279, 0.10138, 0.23447, 0.104
238, 83, -1.18678, -4.37154E-07, 1.18678, -0.53662, 0.65137, 0.53662, 0.00, -0.33179, 0.42188, -0.84375, -1.00, 0.22864, 0.0954, 0.2287, 0.09541
239, 79, -0.93245, -4.80284E-07, 1.39551, -0.42163, 0.65137, 0.63086, 0.00, -0.33154, 0.53711, -0.77588, -1.00, 0.15466, 0.15625, 0.15466, 0.15622
240, 82, -1.38214, 0.01874, -0.92351, -0.63086, 0.65137, -0.42163, 0.00, -0.00738, -0.54834, -0.83594, -1.00, 0.84131, 0.16101, 0.83874, 0.1635
241, 80, -1.39551, 2.29629E-07, -0.93245, -0.63086, 0.65137, -0.42163, 0.00, -0.0083, -0.54883, -0.83594, -1.00, 0.84619, 0.15625, 0.84608, 0.1562
242, 84, -1.55061, 1.69671E-07, -0.64228, -0.70117, 0.65137, -0.29028, 0.00, -0.01895, -0.42407, -0.90527, -1.00, 0.77197, 0.0954, 0.77201, 0.09539
243, 85, -1.38214, 0.01874, 0.92351, -0.63086, 0.65137, 0.42163, 0.00, -0.3064, 0.29004, -0.90674, -1.00, 0.31592, 0.05685, 0.31715, 0.05977
244, 83, -1.18678, -4.37154E-07, 1.18678, -0.53662, 0.65137, 0.53662, 0.00, -0.33179, 0.42188, -0.84375, -1.00, 0.22864, 0.0954, 0.2287, 0.09541
245, 81, -1.17541, 0.01874, 1.17541, -0.53662, 0.65137, 0.53662, 0.00, -0.33252, 0.42114, -0.84375, -1.00, 0.23279, 0.10138, 0.23447, 0.104
246, 82, -1.38214, 0.01874, -0.92351, -0.63086, 0.65137, -0.42163, 0.00, -0.00738, -0.54834, -0.83594, -1.00, 0.84131, 0.16101, 0.83874, 0.1635
247, 84, -1.55061, 1.69671E-07, -0.64228, -0.70117, 0.65137, -0.29028, 0.00, -0.01895, -0.42407, -0.90527, -1.00, 0.77197, 0.0954, 0.77201, 0.09539
248, 86, -1.53575, 0.01874, -0.63613, -0.70117, 0.65137, -0.29028, 0.00, -0.01775, -0.4231, -0.90576, -1.00, 0.76807, 0.10132, 0.76625, 0.10398
249, 85, -1.38214, 0.01874, 0.92351, -0.63086, 0.65137, 0.42163, 0.00, -0.3064, 0.29004, -0.90674, -1.00, 0.31592, 0.05685, 0.31715, 0.05977
250, 87, -1.39551, -3.84601E-07, 0.93245, -0.63086, 0.65137, 0.42163, 0.00, -0.30591, 0.29053, -0.90674, -1.00, 0.31323, 0.05023, 0.31317, 0.05023
251, 83, -1.18678, -4.37154E-07, 1.18678, -0.53662, 0.65137, 0.53662, 0.00, -0.33179, 0.42188, -0.84375, -1.00, 0.22864, 0.0954, 0.2287, 0.09541
252, 86, -1.53575, 0.01874, -0.63613, -0.70117, 0.65137, -0.29028, 0.00, -0.01775, -0.4231, -0.90576, -1.00, 0.76807, 0.10132, 0.76625, 0.10398
253, 84, -1.55061, 1.69671E-07, -0.64228, -0.70117, 0.65137, -0.29028, 0.00, -0.01895, -0.42407, -0.90527, -1.00, 0.77197, 0.0954, 0.77201, 0.09539
254, 88, -1.64611, 1.04613E-07, -0.32743, -0.74414, 0.65137, -0.14807, 0.00, -0.06445, -0.29077, -0.95459, -1.00, 0.6875, 0.0502, 0.68752, 0.0502
255, 89, -1.53575, 0.01874, 0.63613, -0.70117, 0.65137, 0.29028, 0.00, -0.25806, 0.14783, -0.95459, -1.00, 0.40625, 0.02943, 0.40692, 0.03254
256, 87, -1.39551, -3.84601E-07, 0.93245, -0.63086, 0.65137, 0.42163, 0.00, -0.30591, 0.29053, -0.90674, -1.00, 0.31323, 0.05023, 0.31317, 0.05023
257, 85, -1.38214, 0.01874, 0.92351, -0.63086, 0.65137, 0.42163, 0.00, -0.3064, 0.29004, -0.90674, -1.00, 0.31592, 0.05685, 0.31715, 0.05977
258, 86, -1.53575, 0.01874, -0.63613, -0.70117, 0.65137, -0.29028, 0.00, -0.01775, -0.4231, -0.90576, -1.00, 0.76807, 0.10132, 0.76625, 0.10398
259, 88, -1.64611, 1.04613E-07, -0.32743, -0.74414, 0.65137, -0.14807, 0.00, -0.06445, -0.29077, -0.95459, -1.00, 0.6875, 0.0502, 0.68752, 0.0502
260, 90, -1.63034, 0.01874, -0.32429, -0.74414, 0.65137, -0.14807, 0.00, -0.06403, -0.29028, -0.95459, -1.00, 0.68457, 0.05682, 0.68355, 0.05975
261, 89, -1.53575, 0.01874, 0.63613, -0.70117, 0.65137, 0.29028, 0.00, -0.25806, 0.14783, -0.95459, -1.00, 0.40625, 0.02943, 0.40692, 0.03254
262, 91, -1.55061, -3.24643E-07, 0.64228, -0.70117, 0.65137, 0.29028, 0.00, -0.25806, 0.14795, -0.95459, -1.00, 0.40479, 0.0224, 0.40488, 0.0224
263, 87, -1.39551, -3.84601E-07, 0.93245, -0.63086, 0.65137, 0.42163, 0.00, -0.30591, 0.29053, -0.90674, -1.00, 0.31323, 0.05023, 0.31317, 0.05023
264, 90, -1.63034, 0.01874, -0.32429, -0.74414, 0.65137, -0.14807, 0.00, -0.06403, -0.29028, -0.95459, -1.00, 0.68457, 0.05682, 0.68355, 0.05975
265, 88, -1.64611, 1.04613E-07, -0.32743, -0.74414, 0.65137, -0.14807, 0.00, -0.06445, -0.29077, -0.95459, -1.00, 0.6875, 0.0502, 0.68752, 0.0502
266, 92, -1.67836, 3.69548E-08, 3.05176E-07, -0.75879, 0.65137, 2.98023E-07, 0.00, -0.12683, -0.14783, -0.98096, -1.00, 0.5957, 0.02237, 0.59584, 0.02237
267, 93, -1.63034, 0.01874, 0.3243, -0.74414, 0.65137, 0.14807, 0.00, -0.19507, 0.00, -0.98096, -1.00, 0.50049, 0.02017, 0.50036, 0.02333
268, 91, -1.55061, -3.24643E-07, 0.64228, -0.70117, 0.65137, 0.29028, 0.00, -0.25806, 0.14795, -0.95459, -1.00, 0.40479, 0.0224, 0.40488, 0.0224
269, 89, -1.53575, 0.01874, 0.63613, -0.70117, 0.65137, 0.29028, 0.00, -0.25806, 0.14783, -0.95459, -1.00, 0.40625, 0.02943, 0.40692, 0.03254
270, 90, -1.63034, 0.01874, -0.32429, -0.74414, 0.65137, -0.14807, 0.00, -0.06403, -0.29028, -0.95459, -1.00, 0.68457, 0.05682, 0.68355, 0.05975
271, 92, -1.67836, 3.69548E-08, 3.05176E-07, -0.75879, 0.65137, 2.98023E-07, 0.00, -0.12683, -0.14783, -0.98096, -1.00, 0.5957, 0.02237, 0.59584, 0.02237
272, 94, -1.66228, 0.01874, 3.05176E-07, -0.75879, 0.65137, 2.98023E-07, 0.00, -0.12671, -0.14758, -0.98096, -1.00, 0.59424, 0.02942, 0.59382, 0.03252
273, 93, -1.63034, 0.01874, 0.3243, -0.74414, 0.65137, 0.14807, 0.00, -0.19507, 0.00, -0.98096, -1.00, 0.50049, 0.02017, 0.50036, 0.02333
274, 95, -1.64611, -2.59585E-07, 0.32743, -0.74414, 0.65137, 0.14807, 0.00, -0.19507, 0.00, -0.98096, -1.00, 0.50049, 0.01299, 0.50036, 0.01299
275, 91, -1.55061, -3.24643E-07, 0.64228, -0.70117, 0.65137, 0.29028, 0.00, -0.25806, 0.14795, -0.95459, -1.00, 0.40479, 0.0224, 0.40488, 0.0224
276, 94, -1.66228, 0.01874, 3.05176E-07, -0.75879, 0.65137, 2.98023E-07, 0.00, -0.12671, -0.14758, -0.98096, -1.00, 0.59424, 0.02942, 0.59382, 0.03252
277, 92, -1.67836, 3.69548E-08, 3.05176E-07, -0.75879, 0.65137, 2.98023E-07, 0.00, -0.12683, -0.14783, -0.98096, -1.00, 0.5957, 0.02237, 0.59584, 0.02237
278, 95, -1.64611, -2.59585E-07, 0.32743, -0.74414, 0.65137, 0.14807, 0.00, -0.19507, 0.00, -0.98096, -1.00, 0.50049, 0.01299, 0.50036, 0.01299
279, 94, -1.66228, 0.01874, 3.05176E-07, -0.75879, 0.65137, 2.98023E-07, 0.00, -0.12671, -0.14758, -0.98096, -1.00, 0.59424, 0.02942, 0.59382, 0.03252
280, 95, -1.64611, -2.59585E-07, 0.32743, -0.74414, 0.65137, 0.14807, 0.00, -0.19507, 0.00, -0.98096, -1.00, 0.50049, 0.01299, 0.50036, 0.01299
281, 93, -1.63034, 0.01874, 0.3243, -0.74414, 0.65137, 0.14807, 0.00, -0.19507, 0.00, -0.98096, -1.00, 0.50049, 0.02017, 0.50036, 0.02333
